#Scientific name	Protein	BioSample	Isolate	Contig	Start	Stop	Strand	Assembly	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	AMRFinderPlus analysis type	% Identity to reference
Staphylococcus aureus	HDL6561684.1	SAMN33393896	PDT001640537.1	DANMLF010000005.1	77261	78613	-	GCA_028831535.1	tet(38)	tetracycline efflux MFS transporter Tet(38)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6793303.1	SAMN33393905	PDT001640545.1	DANMNL010000004.1	64016	65368	+	GCA_028836565.1	tet(38)	tetracycline efflux MFS transporter Tet(38)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDA7071414.1	SAMEA104317804	PDT001533672.1	DALGQG010000011.1	60267	60647	-	GCA_027106235.1	blaI	penicillinase repressor BlaI	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6567198.1	SAMN33393900	PDT001640550.1	DANMLI010000011.1	24111	24530	-	GCA_028832385.1	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	AMR	core	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6537692.1	SAMN33393897	PDT001640553.1	DANMKY010000011.1	47976	49328	+	GCA_028831305.1	tet(38)	tetracycline efflux MFS transporter Tet(38)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus		SAMN16946790	PDT001187720.1	JAECLK010000002.1	153196	153612	-	GCA_021009465.1	fosB	FosB/FosD family fosfomycin resistance bacillithiol transferase	AMR	core	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	100.0	NUCLEOTIDE	100.0
Staphylococcus aureus	HDA7071415.1	SAMEA104317804	PDT001533672.1	DALGQG010000011.1	60637	61741	-	GCA_027106235.1	blaR1	beta-lactam sensor/signal transducer BlaR1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDP	62.74	COMBINED	100.0
Staphylococcus aureus	HDL6567366.1	SAMN33393900	PDT001640550.1	DANMLI010000015.1	31073	32425	+	GCA_028832385.1	tet(38)	tetracycline efflux MFS transporter Tet(38)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6538202.1	SAMN33393897	PDT001640553.1	DANMKY010000022.1	20274	20693	-	GCA_028831305.1	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	AMR	core	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDB5861933.1	SAMN12789155	PDT001530640.1	DALMRV010000007.1	28109	29461	+	GCA_027190905.1	tet(38)	tetracycline efflux MFS transporter Tet(38)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6573321.1	SAMN33393901	PDT001640549.1	DANMLK010000013.1	19193	19612	+	GCA_028832425.1	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	AMR	core	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6794062.1	SAMN33393905	PDT001640545.1	DANMNL010000011.1	53027	53446	-	GCA_028836565.1	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	AMR	core	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6587797.1	SAMN33393904	PDT001640546.1	DANMLO010000033.1	20210	21055	+	GCA_028832465.1	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6540419.1	SAMN33393899	PDT001640551.1	DANMKZ010000003.1	171554	171973	-	GCA_028831345.1	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	AMR	core	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6540467.1	SAMN33393899	PDT001640551.1	DANMKZ010000004.1	10798	11784	-	GCA_028831345.1	mecR1	beta-lactam sensor/signal transducer MecR1	AMR	core	AMR	BETA-LACTAM	METHICILLIN	PARTIALP	55.56	COMBINED	100.0
Staphylococcus aureus	HDF6088624.1	SAMN31767755	PDT001566201.1	DAMLPB010000003.1	63751	65760	-	GCA_027756525.1	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	AMR	core	AMR	BETA-LACTAM	METHICILLIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6540468.1	SAMN33393899	PDT001640551.1	DANMKZ010000004.1	11881	13890	+	GCA_028831345.1	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	AMR	core	AMR	BETA-LACTAM	METHICILLIN	BLASTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6571182.1	SAMN33393898	PDT001640552.1	DANMLL010000036.1	8086	8931	+	GCA_028832365.1	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDF6088625.1	SAMN31767755	PDT001566201.1	DAMLPB010000003.1	65857	66843	+	GCA_027756525.1	mecR1	beta-lactam sensor/signal transducer MecR1	AMR	core	AMR	BETA-LACTAM	METHICILLIN	PARTIALP	55.56	COMBINED	100.0
Staphylococcus aureus	HDA7072154.1	SAMEA104317804	PDT001533672.1	DALGQG010000027.1	32121	32618	+	GCA_027106235.1	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDF6088699.1	SAMN31767755	PDT001566201.1	DAMLPB010000003.1	152834	154186	+	GCA_027756525.1	tet(38)	tetracycline efflux MFS transporter Tet(38)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6568014.1	SAMN33393900	PDT001640550.1	DANMLI010000035.1	24081	24653	+	GCA_028832385.1	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDP	67.97	COMBINED	100.0
Staphylococcus aureus	HDL6588271.1	SAMN33393904	PDT001640546.1	DANMLO010000059.1	631	1326	+	GCA_028832465.1	vanR-A	vancomycin resistance response regulator transcription factor VanR-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6538823.1	SAMN33393897	PDT001640553.1	DANMKY010000044.1	15799	16644	+	GCA_028831305.1	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6588272.1	SAMN33393904	PDT001640546.1	DANMLO010000059.1	1304	2458	+	GCA_028832465.1	vanS-A	vancomycin resistance histidine kinase VanS-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus W31863	HDX8210794.1	SAMN02383621	PDT001844716.1	DAPQDL010000022.1	20739	21158	+	GCA_031904085.1	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	AMR	core	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDB5863179.1	SAMN12789155	PDT001530640.1	DALMRV010000025.1	417	1883	+	GCA_027190905.1	msr(A)	ABC-F type ribosomal protection protein Msr(A)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/STREPTOGRAMIN B	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6588274.1	SAMN33393904	PDT001640546.1	DANMLO010000059.1	4180	5148	+	GCA_028832465.1	vanH-A	D-lactate dehydrogenase VanH-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDR3228347.1	SAMN34134497	PDT001687507.1	DAOIAV010000017.1	51331	52683	+	GCA_029690545.1	tet(38)	tetracycline efflux MFS transporter Tet(38)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDB5863180.1	SAMN12789155	PDT001530640.1	DALMRV010000025.1	1982	2881	+	GCA_027190905.1	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6574473.1	SAMN33393901	PDT001640549.1	DANMLK010000040.1	24081	24653	+	GCA_028832425.1	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDP	67.97	COMBINED	100.0
Staphylococcus aureus	HDL6568661.1	SAMN33393900	PDT001640550.1	DANMLI010000074.1	2704	3189	-	GCA_028832385.1	vanZ-A	glycopeptide resistance protein VanZ-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6571553.1	SAMN33393898	PDT001640552.1	DANMLL010000055.1	9858	10844	-	GCA_028832365.1	mecR1	beta-lactam sensor/signal transducer MecR1	AMR	core	AMR	BETA-LACTAM	METHICILLIN	PARTIALP	55.56	COMBINED	100.0
Staphylococcus aureus	HDL6588276.1	SAMN33393904	PDT001640546.1	DANMLO010000059.1	6178	6786	+	GCA_028832465.1	vanX-A	D-Ala-D-Ala dipeptidase VanX-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6571554.1	SAMN33393898	PDT001640552.1	DANMLL010000055.1	10941	12950	+	GCA_028832365.1	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	AMR	core	AMR	BETA-LACTAM	METHICILLIN	BLASTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6539067.1	SAMN33393897	PDT001640553.1	DANMKY010000056.1	10759	11745	-	GCA_028831305.1	mecR1	beta-lactam sensor/signal transducer MecR1	AMR	core	AMR	BETA-LACTAM	METHICILLIN	PARTIALP	55.56	COMBINED	100.0
Staphylococcus aureus		SAMN16946755	PDT001187749.1	JAEAKQ010000065.1	5363	5731	-	GCA_021010185.1	mecI	mecA-type methicillin resistance repressor MecI	AMR	core	AMR	BETA-LACTAM	METHICILLIN	EXACTX	100.0	NUCLEOTIDE	100.0
Staphylococcus aureus	HDA7072674.1	SAMEA104317804	PDT001533672.1	DALGQG010000045.1	7847	9766	+	GCA_027106235.1	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6574668.1	SAMN33393901	PDT001640549.1	DANMLK010000050.1	9902	10888	-	GCA_028832425.1	mecR1	beta-lactam sensor/signal transducer MecR1	AMR	core	AMR	BETA-LACTAM	METHICILLIN	PARTIALP	55.56	COMBINED	100.0
Staphylococcus aureus	HDL6568663.1	SAMN33393900	PDT001640550.1	DANMLI010000074.1	4681	5289	-	GCA_028832385.1	vanX-A	D-Ala-D-Ala dipeptidase VanX-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6571568.1	SAMN33393898	PDT001640552.1	DANMLL010000057.1	632	1327	+	GCA_028832365.1	vanR-A	vancomycin resistance response regulator transcription factor VanR-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6539068.1	SAMN33393897	PDT001640553.1	DANMKY010000056.1	11842	13851	+	GCA_028831305.1	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	AMR	core	AMR	BETA-LACTAM	METHICILLIN	BLASTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDR3228661.1	SAMN34134497	PDT001687507.1	DAOIAV010000028.1	2324	3127	-	GCA_029690545.1	lnu(B)	lincosamide nucleotidyltransferase Lnu(B)	AMR	core	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus		SAMN16946790	PDT001187720.1	JAECLK010000014.1	62134	63483	+	GCA_021009465.1	tet(38)	tetracycline efflux MFS transporter Tet(38)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	100.0	NUCLEOTIDE	100.0
Staphylococcus aureus		SAMN16946755	PDT001187749.1	JAEAKQ010000065.1	5734	7488	-	GCA_021010185.1	mecR1	beta-lactam sensor/signal transducer MecR1	AMR	core	AMR	BETA-LACTAM	METHICILLIN	EXACTX	100.0	NUCLEOTIDE	100.0
Staphylococcus aureus	HDA7072713.1	SAMEA104317804	PDT001533672.1	DALGQG010000047.1	623	1468	+	GCA_027106235.1	blaPC1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6563454.1	SAMN33393896	PDT001640537.1	DANMLF010000032.1	24081	24653	+	GCA_028831535.1	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDP	67.97	COMBINED	100.0
Staphylococcus aureus	HDL6588278.1	SAMN33393904	PDT001640546.1	DANMLO010000059.1	8278	8763	+	GCA_028832465.1	vanZ-A	glycopeptide resistance protein VanZ-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6574669.1	SAMN33393901	PDT001640549.1	DANMLK010000050.1	10985	12994	+	GCA_028832425.1	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	AMR	core	AMR	BETA-LACTAM	METHICILLIN	BLASTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6571569.1	SAMN33393898	PDT001640552.1	DANMLL010000057.1	1305	2459	+	GCA_028832365.1	vanS-A	vancomycin resistance histidine kinase VanS-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6539073.1	SAMN33393897	PDT001640553.1	DANMKY010000057.1	631	1326	+	GCA_028831305.1	vanR-A	vancomycin resistance response regulator transcription factor VanR-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDR3228662.1	SAMN34134497	PDT001687507.1	DAOIAV010000028.1	3181	4665	-	GCA_029690545.1	lsa(E)	ABC-F type ribosomal protection protein Lsa(E)	AMR	core	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus		SAMN16946755	PDT001187749.1	JAEAKQ010000065.1	7588	9591	+	GCA_021010185.1	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	AMR	core	AMR	BETA-LACTAM	METHICILLIN	EXACTX	100.0	NUCLEOTIDE	100.0
Staphylococcus aureus	HDL6563469.1	SAMN33393896	PDT001640537.1	DANMLF010000033.1	13959	14945	-	GCA_028831535.1	mecR1	beta-lactam sensor/signal transducer MecR1	AMR	core	AMR	BETA-LACTAM	METHICILLIN	PARTIALP	55.56	COMBINED	100.0
Staphylococcus aureus	HDL6574690.1	SAMN33393901	PDT001640549.1	DANMLK010000052.1	631	1326	+	GCA_028832425.1	vanR-A	vancomycin resistance response regulator transcription factor VanR-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6568665.1	SAMN33393900	PDT001640550.1	DANMLI010000074.1	6319	7287	-	GCA_028832385.1	vanH-A	D-lactate dehydrogenase VanH-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6571571.1	SAMN33393898	PDT001640552.1	DANMLL010000057.1	4181	5149	+	GCA_028832365.1	vanH-A	D-lactate dehydrogenase VanH-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6539074.1	SAMN33393897	PDT001640553.1	DANMKY010000057.1	1304	2458	+	GCA_028831305.1	vanS-A	vancomycin resistance histidine kinase VanS-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDR3228665.1	SAMN34134497	PDT001687507.1	DAOIAV010000028.1	6732	7541	-	GCA_029690545.1	spw	ANT(9) family aminoglycoside nucleotidyltransferase Spw	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6563470.1	SAMN33393896	PDT001640537.1	DANMLF010000033.1	15042	17051	+	GCA_028831535.1	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	AMR	core	AMR	BETA-LACTAM	METHICILLIN	BLASTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6574691.1	SAMN33393901	PDT001640549.1	DANMLK010000052.1	1304	2458	+	GCA_028832425.1	vanS-A	vancomycin resistance histidine kinase VanS-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6568667.1	SAMN33393900	PDT001640550.1	DANMLI010000074.1	9009	10163	-	GCA_028832385.1	vanS-A	vancomycin resistance histidine kinase VanS-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6539076.1	SAMN33393897	PDT001640553.1	DANMKY010000057.1	4180	5148	+	GCA_028831305.1	vanH-A	D-lactate dehydrogenase VanH-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDR3228667.1	SAMN34134497	PDT001687507.1	DAOIAV010000028.1	8244	9107	-	GCA_029690545.1	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6563549.1	SAMN33393896	PDT001640537.1	DANMLF010000039.1	2913	3398	-	GCA_028831535.1	vanZ-A	glycopeptide resistance protein VanZ-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6588600.1	SAMN33393904	PDT001640546.1	DANMLO010000084.1	9585	10499	-	GCA_028832465.1	mecR1	beta-lactam sensor/signal transducer MecR1	AMR	core	AMR	BETA-LACTAM	METHICILLIN	PARTIALP	51.45	COMBINED	100.0
Staphylococcus aureus	HDL6574693.1	SAMN33393901	PDT001640549.1	DANMLK010000052.1	4180	5148	+	GCA_028832425.1	vanH-A	D-lactate dehydrogenase VanH-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6568668.1	SAMN33393900	PDT001640550.1	DANMLI010000074.1	10141	10836	-	GCA_028832385.1	vanR-A	vancomycin resistance response regulator transcription factor VanR-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6571573.1	SAMN33393898	PDT001640552.1	DANMLL010000057.1	6179	6787	+	GCA_028832365.1	vanX-A	D-Ala-D-Ala dipeptidase VanX-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDR3228680.1	SAMN34134497	PDT001687507.1	DAOIAV010000030.1	3916	4650	+	GCA_029690545.1	erm(T)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)	AMR	core	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/LINCOSAMIDE/STREPTOGRAMIN/TYLOSIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus		SAMN16946790	PDT001187720.1	JAECLK010000034.1	5363	5731	-	GCA_021009465.1	mecI	mecA-type methicillin resistance repressor MecI	AMR	core	AMR	BETA-LACTAM	METHICILLIN	EXACTX	100.0	NUCLEOTIDE	100.0
Staphylococcus aureus	HDA7073058.1	SAMEA104317804	PDT001533672.1	DALGQG010000064.1	4585	6342	+	GCA_027106235.1	mecR1	beta-lactam sensor/signal transducer MecR1	AMR	core	AMR	BETA-LACTAM	METHICILLIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6795075.1	SAMN33393905	PDT001640545.1	DANMNL010000030.1	24081	24653	+	GCA_028836565.1	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDP	67.97	COMBINED	100.0
Staphylococcus aureus	HDL6568709.1	SAMN33393900	PDT001640550.1	DANMLI010000078.1	10125	11111	-	GCA_028832385.1	mecR1	beta-lactam sensor/signal transducer MecR1	AMR	core	AMR	BETA-LACTAM	METHICILLIN	PARTIALP	55.56	COMBINED	100.0
Staphylococcus aureus	HDL6539078.1	SAMN33393897	PDT001640553.1	DANMKY010000057.1	6178	6786	+	GCA_028831305.1	vanX-A	D-Ala-D-Ala dipeptidase VanX-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDR3228681.1	SAMN34134497	PDT001687507.1	DAOIAV010000030.1	5294	6670	-	GCA_029690545.1	tet(L)	tetracycline efflux MFS transporter Tet(L)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus		SAMN16946790	PDT001187720.1	JAECLK010000034.1	5734	7488	-	GCA_021009465.1	mecR1	beta-lactam sensor/signal transducer MecR1	AMR	core	AMR	BETA-LACTAM	METHICILLIN	EXACTX	100.0	NUCLEOTIDE	100.0
Staphylococcus aureus	HDL6563551.1	SAMN33393896	PDT001640537.1	DANMLF010000039.1	4890	5498	-	GCA_028831535.1	vanX-A	D-Ala-D-Ala dipeptidase VanX-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6795164.1	SAMN33393905	PDT001640545.1	DANMNL010000035.1	10851	11837	-	GCA_028836565.1	mecR1	beta-lactam sensor/signal transducer MecR1	AMR	core	AMR	BETA-LACTAM	METHICILLIN	PARTIALP	55.56	COMBINED	100.0
Staphylococcus aureus	HDL6574695.1	SAMN33393901	PDT001640549.1	DANMLK010000052.1	6178	6786	+	GCA_028832425.1	vanX-A	D-Ala-D-Ala dipeptidase VanX-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Staphylococcus aureus	HDL6568824.1	SAMN33393900	PDT001640550.1	DANMLI010000090.1	1100	2566	+	GCA_028832385.1	msr(A)	ABC-F type ribosomal protection protein Msr(A)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/STREPTOGRAMIN B	EXACTP	100.0	COMBINED	100.0
