#Scientific name	Protein	BioSample	Isolate	Contig	Start	Stop	Strand	Assembly	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	AMRFinderPlus analysis type	% Identity to reference
Enterococcus faecium	HAQ9466660.1	SAMEA5368487	PDT000700007.1	DACIRG010000007.1	32409	33449	+	GCA_015460685.1	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALP	54.15	COMBINED	100.0
Enterococcus faecium	HAQ8784167.1	SAMEA5368439	PDT000700258.1	DACIIG010000003.1	79551	80099	+	GCA_015456265.1	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4910818.1	SAMEA3304427	PDT000702204.1	DACGLU010000012.1	44732	45280	+	GCA_015422045.1	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4897850.1	SAMEA3304435	PDT000702212.1	DACGLS010000004.1	3532	4572	+	GCA_015424425.1	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALP	54.15	COMBINED	100.0
Enterococcus faecium	HDT7384194.1	SAMN36683317	PDT001831744.1	DAPAYE010000006.1	19821	20318	-	GCA_030925715.1	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	WP_001255866.1	SAMN37287145	PDT002100136.1	NZ_CP144272.1	15965	16873	+	GCA_037019775.1	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4911018.1	SAMEA3304427	PDT000702204.1	DACGLU010000017.1	36220	37026	+	GCA_015422045.1	vanY-B	D-Ala-D-Ala carboxypeptidase VanY-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HBC2407559.1	SAMN12640432	PDT000743052.1	DADXSS010000003.1	48701	49507	+	GCA_018084525.1	vanY-B	D-Ala-D-Ala carboxypeptidase VanY-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAZ1135930.1	SAMN15088095	PDT000976360.1	DADNEC010000007.1	40520	41128	-	GCA_017262775.1	vanX-B	D-Ala-D-Ala dipeptidase VanX-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HBH6376967.1	SAMN19834432	PDT001076903.1	DAERUK010000005.1	13300	13848	+	GCA_019032785.1	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HDT7384195.1	SAMN36683317	PDT001831744.1	DAPAYE010000006.1	20680	21720	+	GCA_030925715.1	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALP	54.15	COMBINED	100.0
Enterococcus faecium	WP_001096887.1	SAMN37287145	PDT002100136.1	NZ_CP144272.1	20014	20808	+	GCA_037019775.1	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	AMR	core	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ9467027.1	SAMEA5368487	PDT000700007.1	DACIRG010000014.1	44812	45360	+	GCA_015460685.1	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ8608769.1	SAMEA5367836	PDT000700309.1	DACIGJ010000014.1	45798	46295	-	GCA_015455185.1	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4898385.1	SAMEA3304435	PDT000702212.1	DACGLS010000013.1	44760	45308	+	GCA_015424425.1	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAP6397958.1	SAMN13750726	PDT000860344.1	DACCCU010000013.1	42404	43063	+	GCA_015345495.1	vanR-B	vancomycin resistance response regulator transcription factor VanR-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAZ1135931.1	SAMN15088095	PDT000976360.1	DADNEC010000007.1	41134	42162	-	GCA_017262775.1	vanB	D-alanine--(R)-lactate ligase VanB	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ8608770.1	SAMEA5367836	PDT000700309.1	DACIGJ010000014.1	46657	47697	+	GCA_015455185.1	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALP	54.15	COMBINED	100.0
Enterococcus faecium	HAQ4911020.1	SAMEA3304427	PDT000702204.1	DACGLU010000017.1	37868	38839	+	GCA_015422045.1	vanH-B	D-lactate dehydrogenase VanH-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4898540.1	SAMEA3304435	PDT000702212.1	DACGLS010000017.1	36219	37025	+	GCA_015424425.1	vanY-B	D-Ala-D-Ala carboxypeptidase VanY-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4544081.1	SAMEA3304260	PDT000702375.1	DACGHB010000019.1	44784	45332	+	GCA_015422305.1	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ0772906.1	SAMN07141323	PDT000740903.1	DACEJD010000011.1	2154	2651	+	GCA_015395665.1	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HBC2407561.1	SAMN12640432	PDT000743052.1	DADXSS010000003.1	50349	51320	+	GCA_018084525.1	vanH-B	D-lactate dehydrogenase VanH-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAZ1135932.1	SAMN15088095	PDT000976360.1	DADNEC010000007.1	42155	43126	-	GCA_017262775.1	vanH-B	D-lactate dehydrogenase VanH-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	WP_063856777.1	SAMN37287145	PDT002100136.1	NZ_CP144272.1	79589	80197	-	GCA_037019775.1	vanX-M	D-Ala-D-Ala dipeptidase VanX-M	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4911021.1	SAMEA3304427	PDT000702204.1	DACGLU010000017.1	38832	39860	+	GCA_015422045.1	vanB	D-alanine--(R)-lactate ligase VanB	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ0773230.1	SAMN07141323	PDT000740903.1	DACEJD010000017.1	44770	45318	+	GCA_015395665.1	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAZ9360347.1	SAMN18324779	PDT000996871.1	DADQAB010000014.1	1204	1863	-	GCA_017700385.1	vanR-B	vancomycin resistance response regulator transcription factor VanR-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HDT7385008.1	SAMN36683317	PDT001831744.1	DAPAYE010000018.1	31438	31986	+	GCA_030925715.1	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	WP_063856712.1	SAMN37287145	PDT002100136.1	NZ_CP144272.1	80203	81234	-	GCA_037019775.1	vanM	D-alanine--(R)-lactate ligase VanM	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ8609637.1	SAMEA5367836	PDT000700309.1	DACIGJ010000040.1	13404	13952	+	GCA_015455185.1	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	AMR	core	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HBC2785322.1	SAMEA2156146	PDT000701543.1	DADXWL010000076.1	6391	7173	+	GCA_018086425.1	ant(9)-Ia	aminoglycoside nucleotidyltransferase ANT(9)-Ia	AMR	core	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4911022.1	SAMEA3304427	PDT000702204.1	DACGLU010000017.1	39866	40474	+	GCA_015422045.1	vanX-B	D-Ala-D-Ala dipeptidase VanX-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4898542.1	SAMEA3304435	PDT000702212.1	DACGLS010000017.1	37867	38838	+	GCA_015424425.1	vanH-B	D-lactate dehydrogenase VanH-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4544200.1	SAMEA3304260	PDT000702375.1	DACGHB010000023.1	8210	10129	+	GCA_015422305.1	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HBC2407563.1	SAMN12640432	PDT000743052.1	DADXSS010000003.1	52347	52955	+	GCA_018084525.1	vanX-B	D-Ala-D-Ala dipeptidase VanX-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAZ1135934.1	SAMN15088095	PDT000976360.1	DADNEC010000007.1	43968	44774	-	GCA_017262775.1	vanY-B	D-Ala-D-Ala carboxypeptidase VanY-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HBH6377952.1	SAMN19834432	PDT001076903.1	DAERUK010000027.1	19048	20967	+	GCA_019032785.1	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium		SAMN37287145	PDT002100136.1	NZ_CP144272.1	81230	82207	-	GCA_037019775.1	vanH-M	D-lactate dehydrogenase VanH-M	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTX	100.0	COMBINED	100.0
Enterococcus faecium	HBC2785323.1	SAMEA2156146	PDT000701543.1	DADXWL010000076.1	7299	8030	-	GCA_018086425.1	erm(A)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	AMR	core	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4898543.1	SAMEA3304435	PDT000702212.1	DACGLS010000017.1	38831	39859	+	GCA_015424425.1	vanB	D-alanine--(R)-lactate ligase VanB	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4544602.1	SAMEA3304260	PDT000702375.1	DACGHB010000035.1	15103	15885	+	GCA_015422305.1	ant(9)-Ia	aminoglycoside nucleotidyltransferase ANT(9)-Ia	AMR	core	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAP6397963.1	SAMN13750726	PDT000860344.1	DACCCU010000013.1	47017	47988	+	GCA_015345495.1	vanH-B	D-lactate dehydrogenase VanH-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAZ1135935.1	SAMN15088095	PDT000976360.1	DADNEC010000007.1	44945	46288	-	GCA_017262775.1	vanS-B	vancomycin resistance histidine kinase VanS-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAZ9360896.1	SAMN18324779	PDT000996871.1	DADQAB010000032.1	292	1098	+	GCA_017700385.1	vanY-B	D-Ala-D-Ala carboxypeptidase VanY-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HBC2785451.1	SAMEA2156146	PDT000701543.1	DADXWL010000092.1	3902	4597	+	GCA_018086425.1	vanR-A	vancomycin resistance response regulator transcription factor VanR-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4898544.1	SAMEA3304435	PDT000702212.1	DACGLS010000017.1	39865	40473	+	GCA_015424425.1	vanX-B	D-Ala-D-Ala dipeptidase VanX-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4544603.1	SAMEA3304260	PDT000702375.1	DACGHB010000035.1	16011	16742	-	GCA_015422305.1	erm(A)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	AMR	core	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ0774601.1	SAMN07141323	PDT000740903.1	DACEJD010000089.1	2750	3235	-	GCA_015395665.1	vanZ-A	glycopeptide resistance protein VanZ-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAZ1135936.1	SAMN15088095	PDT000976360.1	DADNEC010000007.1	46291	46950	-	GCA_017262775.1	vanR-B	vancomycin resistance response regulator transcription factor VanR-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAZ9360897.1	SAMN18324779	PDT000996871.1	DADQAB010000032.1	1116	1943	+	GCA_017700385.1	vanW-B	glycopeptide resistance accessory protein VanW-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	WP_063856748.1	SAMN37287145	PDT002100136.1	NZ_CP144272.1	83307	84419	-	GCA_037019775.1	vanS-M	vancomycin resistance histidine kinase VanS-M	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ8610295.1	SAMEA5367836	PDT000700309.1	DACIGJ010000089.1	2913	3398	-	GCA_015455185.1	vanZ-A	glycopeptide resistance protein VanZ-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HBC2785452.1	SAMEA2156146	PDT000701543.1	DADXWL010000092.1	4575	5726	+	GCA_018086425.1	vanS-A	vancomycin resistance histidine kinase VanS-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTP	97.14	COMBINED	100.0
Enterococcus faecium	HBC2408222.1	SAMN12640432	PDT000743052.1	DADXSS010000025.1	10887	12806	+	GCA_018084525.1	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAP6397965.1	SAMN13750726	PDT000860344.1	DACCCU010000013.1	49015	49623	+	GCA_015345495.1	vanX-B	D-Ala-D-Ala dipeptidase VanX-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAZ9360898.1	SAMN18324779	PDT000996871.1	DADQAB010000032.1	1940	2911	+	GCA_017700385.1	vanH-B	D-lactate dehydrogenase VanH-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HDT7385438.1	SAMN36683317	PDT001831744.1	DAPAYE010000028.1	8210	10129	+	GCA_030925715.1	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	WP_063856777.1	SAMN37287145	PDT002100136.1	NZ_CP144272.1	86203	86811	-	GCA_037019775.1	vanX-M	D-Ala-D-Ala dipeptidase VanX-M	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ9468159.1	SAMEA5368487	PDT000700007.1	DACIRG010000056.1	10577	11314	+	GCA_015460685.1	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	AMR	core	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ8610296.1	SAMEA5367836	PDT000700309.1	DACIGJ010000089.1	3551	4462	-	GCA_015455185.1	vanY-A	D-Ala-D-Ala carboxypeptidase VanY-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HBC2785517.1	SAMEA2156146	PDT000701543.1	DADXWL010000105.1	2674	3159	-	GCA_018086425.1	vanZ-A	glycopeptide resistance protein VanZ-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ0774603.1	SAMN07141323	PDT000740903.1	DACEJD010000089.1	4727	5335	-	GCA_015395665.1	vanX-A	D-Ala-D-Ala dipeptidase VanX-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAZ9360899.1	SAMN18324779	PDT000996871.1	DADQAB010000032.1	2904	3932	+	GCA_017700385.1	vanB	D-alanine--(R)-lactate ligase VanB	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HBH6378967.1	SAMN19834432	PDT001076903.1	DAERUK010000083.1	2516	3163	+	GCA_019032785.1	catA	type A-7 chloramphenicol O-acetyltransferase	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ9468163.1	SAMEA5368487	PDT000700007.1	DACIRG010000056.1	14573	15481	+	GCA_015460685.1	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ8610297.1	SAMEA5367836	PDT000700309.1	DACIGJ010000089.1	4890	5498	-	GCA_015455185.1	vanX-A	D-Ala-D-Ala dipeptidase VanX-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HBC2785518.1	SAMEA2156146	PDT000701543.1	DADXWL010000105.1	3312	4223	-	GCA_018086425.1	vanY-A	D-Ala-D-Ala carboxypeptidase VanY-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4911573.1	SAMEA3304427	PDT000702204.1	DACGLU010000037.1	2673	3170	-	GCA_015422045.1	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAZ9360900.1	SAMN18324779	PDT000996871.1	DADQAB010000032.1	3938	4546	+	GCA_017700385.1	vanX-B	D-Ala-D-Ala dipeptidase VanX-B	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HBH6378973.1	SAMN19834432	PDT001076903.1	DAERUK010000083.1	8944	9429	-	GCA_019032785.1	vanZ-A	glycopeptide resistance protein VanZ-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium		SAMN37287145	PDT002100136.1	NZ_CP144272.1	87841	88524	-	GCA_037019775.1	vanH-M	D-lactate dehydrogenase VanH-M	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIALX	69.94	COMBINED	100.0
Enterococcus faecium	HAQ9468164.1	SAMEA5368487	PDT000700007.1	DACIRG010000056.1	15478	16020	+	GCA_015460685.1	sat4	streptothricin N-acetyltransferase Sat4	AMR	core	AMR	STREPTOTHRICIN	STREPTOTHRICIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ8786302.1	SAMEA5368439	PDT000700258.1	DACIIG010000069.1	2913	3398	-	GCA_015456265.1	vanZ-A	glycopeptide resistance protein VanZ-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ4911574.1	SAMEA3304427	PDT000702204.1	DACGLU010000037.1	3532	4572	+	GCA_015422045.1	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALP	54.15	COMBINED	100.0
Enterococcus faecium	HAQ0774605.1	SAMN07141323	PDT000740903.1	DACEJD010000089.1	6365	7333	-	GCA_015395665.1	vanH-A	D-lactate dehydrogenase VanH-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HBH6378974.1	SAMN19834432	PDT001076903.1	DAERUK010000083.1	9582	10493	-	GCA_019032785.1	vanY-A	D-Ala-D-Ala carboxypeptidase VanY-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HDT7386374.1	SAMN36683317	PDT001831744.1	DAPAYE010000081.1	279	1016	+	GCA_030925715.1	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	AMR	core	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ9468165.1	SAMEA5368487	PDT000700007.1	DACIRG010000056.1	16113	16907	+	GCA_015460685.1	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	AMR	core	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ8786303.1	SAMEA5368439	PDT000700258.1	DACIIG010000069.1	3551	4462	-	GCA_015456265.1	vanY-A	D-Ala-D-Ala carboxypeptidase VanY-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterococcus faecium	HAQ8610299.1	SAMEA5367836	PDT000700309.1	DACIGJ010000089.1	6528	7496	-	GCA_015455185.1	vanH-A	D-lactate dehydrogenase VanH-A	AMR	core	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	100.0	COMBINED	100.0
