#Scientific name	Protein	BioSample	Isolate	Contig	Start	Stop	Strand	Assembly	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	AMRFinderPlus analysis type	% Identity to reference
Enterobacter hormaechei	HEC1401066.1	SAMN32778069	PDT001940674.1	DAQGNZ010000003.1	352244	353119	-	GCA_032764465.1	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	END6269091.1	SAMN41612492	PDT002183421.1	ABSQQG010000029.1	437	1249	+	GCA_040019635.1	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	END6269092.1	SAMN41612492	PDT002183421.1	ABSQQG010000029.1	1253	1618	+	GCA_040019635.1	ble	bleomycin binding protein Ble-MBL	AMR	core	AMR	BLEOMYCIN	BLEOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HCT9257374.1	SAMEA111503597	PDT001493844.1	DAKBRH010000056.1	19340	20485	-	GCA_026346275.1	blaACT-17	cephalosporin-hydrolyzing class C beta-lactamase ACT-17	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1402974.1	SAMN32778069	PDT001940674.1	DAQGNZ010000027.1	1726	2610	-	GCA_032764465.1	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HCR0157667.1	SAMN31246626	PDT001469983.1	DAJRKK010000014.1	90610	91755	+	GCA_025898885.1	blaACT-17	cephalosporin-hydrolyzing class C beta-lactamase ACT-17	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1402975.1	SAMN32778069	PDT001940674.1	DAQGNZ010000027.1	2666	4141	-	GCA_032764465.1	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	WP_004236386.1	SAMD00222503	PDT000813581.2	NZ_BMAB01000072.1	1368	2507	+	GCA_014190135.1	blaDHA-1	extended-spectrum class C beta-lactamase DHA-1	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1402979.1	SAMN32778069	PDT001940674.1	DAQGNZ010000027.1	6440	7213	-	GCA_032764465.1	armA	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	ELU1490656.1	SAMN38089886	PDT001966644.1	ABOOPR010000043.1	19561	20706	-	GCA_033328985.1	blaACT-115	cephalosporin-hydrolyzing class C beta-lactamase ACT-115	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	END6269182.1	SAMN41612492	PDT002183421.1	ABSQQG010000031.1	17562	18443	-	GCA_040019635.1	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	WP_017900990.1	SAMD00222503	PDT000813581.2	NZ_BMAB01000072.1	6631	7275	+	GCA_014190135.1	qnrB4	quinolone resistance pentapeptide repeat protein QnrB4	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HDV8297870.1	SAMN34565635	PDT001749939.1	DAPJGU010000005.1	336564	337709	+	GCA_031495065.1	blaACT-56	cephalosporin-hydrolyzing class C beta-lactamase ACT-56	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1403046.1	SAMN32778069	PDT001940674.1	DAQGNZ010000037.1	493	1305	+	GCA_032764465.1	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	ELU1490940.1	SAMN38089886	PDT001966644.1	ABOOPR010000054.1	3229	4104	-	GCA_033328985.1	blaCTX-M-55	extended-spectrum class A beta-lactamase CTX-M-55	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	END6269188.1	SAMN41612492	PDT002183421.1	ABSQQG010000031.1	26726	27601	-	GCA_040019635.1	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	WP_032489477.1	SAMD00222503	PDT000813581.2	NZ_BMAB01000084.1	1781	2668	-	GCA_014190135.1	blaSFO-1	extended-spectrum class A beta-lactamase SFO-1	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HCT9258166.1	SAMEA111503597	PDT001493844.1	DAKBRH010000092.1	1720	2604	-	GCA_026346275.1	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HDV8299384.1	SAMN34565635	PDT001749939.1	DAPJGU010000013.1	3872	5086	+	GCA_031495065.1	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1403047.1	SAMN32778069	PDT001940674.1	DAQGNZ010000037.1	1309	1674	+	GCA_032764465.1	ble	bleomycin binding protein Ble-MBL	AMR	core	AMR	BLEOMYCIN	BLEOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	ELU1490944.1	SAMN38089886	PDT001966644.1	ABOOPR010000054.1	6926	7786	+	GCA_033328985.1	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	END6269192.1	SAMN41612492	PDT002183421.1	ABSQQG010000031.1	30423	31283	+	GCA_040019635.1	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	WP_004201164.1	SAMD00222503	PDT000813581.2	NZ_BMAB01000085.1	224	1036	+	GCA_014190135.1	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HCT9258167.1	SAMEA111503597	PDT001493844.1	DAKBRH010000092.1	2660	4135	-	GCA_026346275.1	msr(E)	ABC-F type ribosomal protection protein Msr(E)	AMR	core	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HDV8299386.1	SAMN34565635	PDT001749939.1	DAPJGU010000013.1	5686	6885	-	GCA_031495065.1	tet(A)	tetracycline efflux MFS transporter Tet(A)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1403293.1	SAMN32778069	PDT001940674.1	DAQGNZ010000078.1	52	843	-	GCA_032764465.1	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	ELU1490946.1	SAMN38089886	PDT001966644.1	ABOOPR010000054.1	9990	10847	+	GCA_033328985.1	blaLAP-2	class A beta-lactamase LAP-2	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	END6269193.1	SAMN41612492	PDT002183421.1	ABSQQG010000031.1	32004	32840	-	GCA_040019635.1	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	WP_004201167.1	SAMD00222503	PDT000813581.2	NZ_BMAB01000085.1	1040	1405	+	GCA_014190135.1	ble	bleomycin binding protein Ble-MBL	AMR	core	AMR	BLEOMYCIN	BLEOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HCD7305932.1	SAMN28668759	PDT001324103.1	DAHJSG010000035.1	222	896	+	GCA_023684445.1	catA1	type A-1 chloramphenicol O-acetyltransferase	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	BLASTP	99.54	COMBINED	100.0
Enterobacter hormaechei	HCT9258171.1	SAMEA111503597	PDT001493844.1	DAKBRH010000092.1	6434	7207	-	GCA_026346275.1	armA	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HDV8299389.1	SAMN34565635	PDT001749939.1	DAPJGU010000013.1	8221	9057	-	GCA_031495065.1	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1403294.1	SAMN32778069	PDT001940674.1	DAQGNZ010000078.1	860	1660	-	GCA_032764465.1	blaOXA-10	oxacillin-hydrolyzing class D beta-lactamase OXA-10	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	ELU1490947.1	SAMN38089886	PDT001966644.1	ABOOPR010000054.1	12444	13100	+	GCA_033328985.1	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	END6269194.1	SAMN41612492	PDT002183421.1	ABSQQG010000031.1	32840	33643	-	GCA_040019635.1	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	WP_000027057.1	SAMD00222503	PDT000813581.2	NZ_BMAB01000090.1	61	921	-	GCA_014190135.1	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HCD7306404.1	SAMN28668759	PDT001324103.1	DAHJSG010000046.1	19332	20477	-	GCA_023684445.1	blaACT-17	cephalosporin-hydrolyzing class C beta-lactamase ACT-17	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HCR0193626.1	SAMN31246612	PDT001469959.1	DAJRKR010000035.1	13643	14788	+	GCA_025899025.1	blaACT-17	cephalosporin-hydrolyzing class C beta-lactamase ACT-17	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HDV8299390.1	SAMN34565635	PDT001749939.1	DAPJGU010000013.1	9057	9860	-	GCA_031495065.1	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1403295.1	SAMN32778069	PDT001940674.1	DAQGNZ010000078.1	1925	3184	-	GCA_032764465.1	cmlA5	chloramphenicol efflux MFS transporter CmlA5	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	ELU1490967.1	SAMN38089886	PDT001966644.1	ABOOPR010000055.1	13388	14179	-	GCA_033328985.1	sul3	sulfonamide-resistant dihydropteroate synthase Sul3	AMR	core	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	END6269195.1	SAMN41612492	PDT002183421.1	ABSQQG010000031.1	33704	34519	-	GCA_040019635.1	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	AMR	core	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	WP_000557454.1	SAMD00222503	PDT000813581.2	NZ_BMAB01000090.1	5893	6753	-	GCA_014190135.1	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HDV8299391.1	SAMN34565635	PDT001749939.1	DAPJGU010000013.1	9921	10736	-	GCA_031495065.1	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	AMR	core	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1403296.1	SAMN32778069	PDT001940674.1	DAQGNZ010000078.1	3505	3957	-	GCA_032764465.1	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	AMR	core	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	ELU1491081.1	SAMN38089886	PDT001966644.1	ABOOPR010000067.1	5286	6191	-	GCA_033328985.1	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	WP_012695484.1	SAMD00222503	PDT000813581.2	NZ_BMAB01000093.1	179	760	+	GCA_014190135.1	aac(6')-IIc	aminoglycoside N-acetyltransferase AAC(6')-IIc	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HCT9258175.1	SAMEA111503597	PDT001493844.1	DAKBRH010000092.1	11896	12687	-	GCA_026346275.1	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1403398.1	SAMN32778069	PDT001940674.1	DAQGNZ010000106.1	301	1500	-	GCA_032764465.1	tet(A)	tetracycline efflux MFS transporter Tet(A)	AMR	core	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei		SAMN38089886	PDT001966644.1	ABOOPR010000070.1	49	459	-	GCA_033328985.1	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL	PARTIALX	65.24	COMBINED	100.0
Enterobacter hormaechei subsp. xiangfangensis	HAS1882544.1	SAMD00099757	PDT000431864.1	DACOQP010000010.1	20016	21161	-	GCA_015685685.1	blaACT-25	cephalosporin-hydrolyzing class C beta-lactamase ACT-25	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	WP_012695485.1	SAMD00222503	PDT000813581.2	NZ_BMAB01000093.1	2845	3654	+	GCA_014190135.1	aac(3)-IIg	aminoglycoside N-acetyltransferase AAC(3)-IIg	AMR	core	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HCT9258177.1	SAMEA111503597	PDT001493844.1	DAKBRH010000092.1	13095	13592	-	GCA_026346275.1	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1403423.1	SAMN32778069	PDT001940674.1	DAQGNZ010000112.1	1394	2038	+	GCA_032764465.1	qnrD1	quinolone resistance pentapeptide repeat protein QnrD1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	ELU1491091.1	SAMN38089886	PDT001966644.1	ABOOPR010000070.1	702	1514	+	GCA_033328985.1	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	WP_012695486.1	SAMD00222503	PDT000813581.2	NZ_BMAB01000093.1	3782	4195	+	GCA_014190135.1	arr	NAD(+)--rifampin ADP-ribosyltransferase	AMR	core	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HCU0440449.1	SAMEA111505890	PDT001493403.1	DAKCBV010000054.1	1576	2355	+	GCA_026351765.1	aph(3')-VI	APH(3')-VI family aminoglycoside O-phosphotransferase	AMR	core	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1403466.1	SAMN32778069	PDT001940674.1	DAQGNZ010000128.1	52	843	-	GCA_032764465.1	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	ELU1491092.1	SAMN38089886	PDT001966644.1	ABOOPR010000070.1	1518	1883	+	GCA_033328985.1	ble	bleomycin binding protein Ble-MBL	AMR	core	AMR	BLEOMYCIN	BLEOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	END6269633.1	SAMN41612492	PDT002183421.1	ABSQQG010000051.1	1720	2604	-	GCA_040019635.1	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei subsp. xiangfangensis	HAS1883459.1	SAMD00099757	PDT000431864.1	DACOQP010000017.1	88805	89665	-	GCA_015685685.1	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei		SAMD00222503	PDT000813581.2	NZ_BMAB01000093.1	5076	6113	+	GCA_014190135.1	ere(A)	EreA family erythromycin esterase	AMR	core	AMR	MACROLIDE	ERYTHROMYCIN	PARTIALX	84.8	COMBINED	100.0
Enterobacter hormaechei	HCU0440451.1	SAMEA111505890	PDT001493403.1	DAKCBV010000054.1	3633	4445	+	GCA_026351765.1	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HDV8300538.1	SAMN34565635	PDT001749939.1	DAPJGU010000034.1	2019	2384	-	GCA_031495065.1	ble	bleomycin binding protein Ble-MBL	AMR	core	AMR	BLEOMYCIN	BLEOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1403468.1	SAMN32778069	PDT001940674.1	DAQGNZ010000128.1	1251	1748	-	GCA_032764465.1	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	ELU1491106.1	SAMN38089886	PDT001966644.1	ABOOPR010000074.1	4	843	-	GCA_033328985.1	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	AMR	core	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei subsp. xiangfangensis	HAS1883462.1	SAMD00099757	PDT000431864.1	DACOQP010000017.1	92487	93362	+	GCA_015685685.1	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	AMR	core	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HCU0440452.1	SAMEA111505890	PDT001493403.1	DAKCBV010000054.1	4449	4814	+	GCA_026351765.1	ble	bleomycin binding protein Ble-MBL	AMR	core	AMR	BLEOMYCIN	BLEOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HDV8300539.1	SAMN34565635	PDT001749939.1	DAPJGU010000034.1	2388	3200	-	GCA_031495065.1	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1403509.1	SAMN32778069	PDT001940674.1	DAQGNZ010000150.1	1	834	-	GCA_032764465.1	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	AMR	core	AMR	SULFONAMIDE	SULFONAMIDE	BLASTP	99.64	COMBINED	100.0
Enterobacter hormaechei	END6269636.1	SAMN41612492	PDT002183421.1	ABSQQG010000051.1	6423	7262	-	GCA_040019635.1	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	AMR	core	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HBL8938430.1	SAMEA8581421	PDT001189014.1	DAFHFS010000101.1	1115	1975	+	GCA_021096105.1	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	AMR	core	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HCU0440456.1	SAMEA111505890	PDT001493403.1	DAKCBV010000055.1	818	1462	-	GCA_026351765.1	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HDV8300541.1	SAMN34565635	PDT001749939.1	DAPJGU010000034.1	5633	6412	-	GCA_031495065.1	aph(3')-VI	APH(3')-VI family aminoglycoside O-phosphotransferase	AMR	core	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	ELU1491108.1	SAMN38089886	PDT001966644.1	ABOOPR010000074.1	1301	2146	-	GCA_033328985.1	aadA16	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HBL8938431.1	SAMEA8581421	PDT001189014.1	DAFHFS010000101.1	2696	3532	-	GCA_021096105.1	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	AMR	core	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HCU0440478.1	SAMEA111505890	PDT001493403.1	DAKCBV010000059.1	627	1841	-	GCA_026351765.1	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	AMR	core	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	HDV8300546.1	SAMN34565635	PDT001749939.1	DAPJGU010000034.1	10290	10946	-	GCA_031495065.1	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	AMR	core	AMR	QUINOLONE	QUINOLONE	ALLELEP	100.0	COMBINED	100.0
Enterobacter hormaechei	HEC1403527.1	SAMN32778069	PDT001940674.1	DAQGNZ010000162.1	50	523	-	GCA_032764465.1	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
Enterobacter hormaechei	ELU1491109.1	SAMN38089886	PDT001966644.1	ABOOPR010000074.1	2327	2800	-	GCA_033328985.1	dfrA27	trimethoprim-resistant dihydrofolate reductase DfrA27	AMR	core	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	100.0	COMBINED	100.0
